PING www.iztapalapa.uam.mx:80 (/):
connected to 148.206.58.19:80 (471 bytes), seq=77 time=492.12 ms 
connected to 148.206.58.19:80 (471 bytes), seq=78 time=504.52 ms 
connected to 148.206.58.19:80 (471 bytes), seq=79 time=488.62 ms 
connected to 148.206.58.19:80 (471 bytes), seq=80 time=489.18 ms 
connected to 148.206.58.19:80 (471 bytes), seq=81 time=490.23 ms 
connected to 148.206.58.19:80 (471 bytes), seq=82 time=485.00 ms 
connected to 148.206.58.19:80 (471 bytes), seq=83 time=493.11 ms 
connected to 148.206.58.19:80 (471 bytes), seq=84 time=490.91 ms 
connected to 148.206.58.19:80 (471 bytes), seq=85 time=483.27 ms 
connected to 148.206.58.19:80 (471 bytes), seq=86 time=492.24 ms 
connected to 148.206.58.19:80 (471 bytes), seq=87 time=491.52 ms 
connected to 148.206.58.19:80 (471 bytes), seq=88 time=501.99 ms 
connected to 148.206.58.19:80 (471 bytes), seq=89 time=489.76 ms 
connected to 148.206.58.19:80 (471 bytes), seq=90 time=498.14 ms 
connected to 148.206.58.19:80 (471 bytes), seq=91 time=484.42 ms 
connected to 148.206.58.19:80 (471 bytes), seq=92 time=503.47 ms 
connected to 148.206.58.19:80 (471 bytes), seq=93 time=489.39 ms 
connected to 148.206.58.19:80 (471 bytes), seq=94 time=487.45 ms 
connected to 148.206.58.19:80 (471 bytes), seq=95 time=496.21 ms 
connected to 148.206.58.19:80 (471 bytes), seq=96 time=511.17 ms 
connected to 148.206.58.19:80 (471 bytes), seq=97 time=497.97 ms 
connected to 148.206.58.19:80 (471 bytes), seq=98 time=506.85 ms 
connected to 148.206.58.19:80 (471 bytes), seq=99 time=501.70 ms 
connected to 148.206.58.19:80 (471 bytes), seq=100 time=511.83 ms 
connected to 148.206.58.19:80 (471 bytes), seq=101 time=495.96 ms 
connected to 148.206.58.19:80 (471 bytes), seq=102 time=501.36 ms 
connected to 148.206.58.19:80 (471 bytes), seq=103 time=498.00 ms 
connected to 148.206.58.19:80 (471 bytes), seq=104 time=496.59 ms 
connected to 148.206.58.19:80 (471 bytes), seq=105 time=486.79 ms 
connected to 148.206.58.19:80 (471 bytes), seq=106 time=498.56 ms 
connected to 148.206.58.19:80 (471 bytes), seq=107 time=492.87 ms 
connected to 148.206.58.19:80 (471 bytes), seq=108 time=504.26 ms 
connected to 148.206.58.19:80 (471 bytes), seq=109 time=507.13 ms 
connected to 148.206.58.19:80 (471 bytes), seq=110 time=490.28 ms 
connected to 148.206.58.19:80 (471 bytes), seq=111 time=483.90 ms 
connected to 148.206.58.19:80 (471 bytes), seq=112 time=498.92 ms 
connected to 148.206.58.19:80 (471 bytes), seq=113 time=489.67 ms 
connected to 148.206.58.19:80 (471 bytes), seq=114 time=502.69 ms 
connected to 148.206.58.19:80 (471 bytes), seq=115 time=492.31 ms 
connected to 148.206.58.19:80 (471 bytes), seq=116 time=498.69 ms 
connected to 148.206.58.19:80 (471 bytes), seq=117 time=484.62 ms 
connected to 148.206.58.19:80 (471 bytes), seq=118 time=496.74 ms 
connected to 148.206.58.19:80 (471 bytes), seq=119 time=490.25 ms 
connected to 148.206.58.19:80 (471 bytes), seq=120 time=506.92 ms 
connected to 148.206.58.19:80 (471 bytes), seq=121 time=486.00 ms 
connected to 148.206.58.19:80 (471 bytes), seq=122 time=505.11 ms 
connected to 148.206.58.19:80 (471 bytes), seq=123 time=489.56 ms 
connected to 148.206.58.19:80 (471 bytes), seq=124 time=508.58 ms 
connected to 148.206.58.19:80 (471 bytes), seq=125 time=488.62 ms 
connected to 148.206.58.19:80 (471 bytes), seq=126 time=496.39 ms 
connected to 148.206.58.19:80 (471 bytes), seq=127 time=492.40 ms 
connected to 148.206.58.19:80 (471 bytes), seq=128 time=494.88 ms 
connected to 148.206.58.19:80 (471 bytes), seq=129 time=498.88 ms 
connected to 148.206.58.19:80 (471 bytes), seq=130 time=488.53 ms 
connected to 148.206.58.19:80 (471 bytes), seq=131 time=491.29 ms 
connected to 148.206.58.19:80 (471 bytes), seq=132 time=496.03 ms 
connected to 148.206.58.19:80 (471 bytes), seq=133 time=490.42 ms 
connected to 148.206.58.19:80 (471 bytes), seq=134 time=497.11 ms 
connected to 148.206.58.19:80 (471 bytes), seq=135 time=499.92 ms 
connected to 148.206.58.19:80 (471 bytes), seq=136 time=500.58 ms 
connected to 148.206.58.19:80 (471 bytes), seq=137 time=496.62 ms 
connected to 148.206.58.19:80 (471 bytes), seq=138 time=489.67 ms 
connected to 148.206.58.19:80 (471 bytes), seq=139 time=494.99 ms 
connected to 148.206.58.19:80 (471 bytes), seq=140 time=500.61 ms 
connected to 148.206.58.19:80 (471 bytes), seq=141 time=497.56 ms 
connected to 148.206.58.19:80 (471 bytes), seq=142 time=495.49 ms 
connected to 148.206.58.19:80 (471 bytes), seq=143 time=491.65 ms 
connected to 148.206.58.19:80 (471 bytes), seq=144 time=486.07 ms 
connected to 148.206.58.19:80 (471 bytes), seq=145 time=495.17 ms 
connected to 148.206.58.19:80 (471 bytes), seq=146 time=495.43 ms 
connected to 148.206.58.19:80 (471 bytes), seq=147 time=495.29 ms 
connected to 148.206.58.19:80 (471 bytes), seq=148 time=489.96 ms 
connected to 148.206.58.19:80 (471 bytes), seq=149 time=492.74 ms 
connected to 148.206.58.19:80 (471 bytes), seq=150 time=494.85 ms 
connected to 148.206.58.19:80 (471 bytes), seq=151 time=500.60 ms 
connected to 148.206.58.19:80 (471 bytes), seq=152 time=501.45 ms 
connected to 148.206.58.19:80 (471 bytes), seq=153 time=493.64 ms 
connected to 148.206.58.19:80 (471 bytes), seq=154 time=501.14 ms 
connected to 148.206.58.19:80 (471 bytes), seq=155 time=484.54 ms 
connected to 148.206.58.19:80 (471 bytes), seq=156 time=498.43 ms 
connected to 148.206.58.19:80 (471 bytes), seq=157 time=500.39 ms 
connected to 148.206.58.19:80 (471 bytes), seq=158 time=499.92 ms 
connected to 148.206.58.19:80 (471 bytes), seq=159 time=500.08 ms 
connected to 148.206.58.19:80 (471 bytes), seq=160 time=493.31 ms 
connected to 148.206.58.19:80 (471 bytes), seq=161 time=488.56 ms 
connected to 148.206.58.19:80 (471 bytes), seq=162 time=489.29 ms 
connected to 148.206.58.19:80 (471 bytes), seq=163 time=490.47 ms 
connected to 148.206.58.19:80 (471 bytes), seq=164 time=497.18 ms 
connected to 148.206.58.19:80 (471 bytes), seq=165 time=489.57 ms 
connected to 148.206.58.19:80 (471 bytes), seq=166 time=499.25 ms 
connected to 148.206.58.19:80 (471 bytes), seq=167 time=491.81 ms 
connected to 148.206.58.19:80 (471 bytes), seq=168 time=498.88 ms 
connected to 148.206.58.19:80 (471 bytes), seq=169 time=501.96 ms 
connected to 148.206.58.19:80 (471 bytes), seq=170 time=490.06 ms 
connected to 148.206.58.19:80 (471 bytes), seq=171 time=488.76 ms 
connected to 148.206.58.19:80 (471 bytes), seq=172 time=509.99 ms 
connected to 148.206.58.19:80 (471 bytes), seq=173 time=498.24 ms 
connected to 148.206.58.19:80 (471 bytes), seq=174 time=488.25 ms 
connected to 148.206.58.19:80 (471 bytes), seq=175 time=493.83 ms 
connected to 148.206.58.19:80 (471 bytes), seq=176 time=491.69 ms 
connected to 148.206.58.19:80 (471 bytes), seq=177 time=488.18 ms 
connected to 148.206.58.19:80 (471 bytes), seq=178 time=498.81 ms 
connected to 148.206.58.19:80 (471 bytes), seq=179 time=502.48 ms 
connected to 148.206.58.19:80 (471 bytes), seq=180 time=488.06 ms 
connected to 148.206.58.19:80 (471 bytes), seq=181 time=496.72 ms 
connected to 148.206.58.19:80 (471 bytes), seq=182 time=496.07 ms 
